Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4,Stadtbezirk
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.231,11.571.028,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.232,11.571.027,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.233,11.571.026,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.234,11.571.025,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.235,11.571.024,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.236,11.571.023,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.237,11.571.022,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.238,11.571.021,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.239,1.157.102,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,4.819.324,11.571.019,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.241,11.571.018,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.242,11.571.017,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.243,11.571.016,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.244,11.571.015,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.245,11.571.014,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.246,11.571.013,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.247,11.571.012,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.248,11.571.011,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.249,1.157.101,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,4.819.325,11.571.009,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.251,11.571.008,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.252,11.571.007,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.253,11.571.006,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.254,11.571.005,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.255,11.571.004,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.256,11.571.003,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.257,11.571.002,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.258,11.571.001,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.259,11.571,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,4.819.326,11.570.999,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.155,11.570.899,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.155,11.570.898,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.156,11.5711,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.157,11.571.102,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.158,11.571.104,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.159,11.571.095,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,4.819.316,11.571.094,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.161,11.571.093,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.162,11.571.092,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.163,11.571.091,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.164,1.157.109,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.165,11.571.089,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.166,11.571.088,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.167,11.571.087,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.169,11.571.085,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,4.819.317,11.571.084,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.171,11.571.083,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.172,11.571.082,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.173,11.571.081,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.174,1.157.108,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.176,11.571.078,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.177,11.571.077,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.178,11.571.076,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.179,11.571.075,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,4.819.318,11.571.074,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.181,11.571.073,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.182,11.571.072,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.183,11.571.071,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.184,1.157.107,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.185,11.571.069,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.186,11.571.068,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.187,11.571.067,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.188,11.571.066,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.189,11.571.065,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,4.819.319,11.571.064,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.191,11.571.063,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.192,11.571.062,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.193,11.571.061,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.194,1.157.106,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.195,11.571.059,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.196,11.571.058,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.198,11.571.056,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.199,11.571.055,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,481.932,11.571.054,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.201,11.571.053,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.202,11.571.052,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.203,11.571.051,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.204,1.157.105,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.205,11.571.049,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.206,11.571.048,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.207,11.571.047,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.208,11.571.046,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.209,11.571.045,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,4.819.321,11.571.044,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.211,11.571.043,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.212,11.571.042,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.213,11.571.041,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.214,1.157.104,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.215,11.571.039,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.216,11.571.038,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.217,11.571.037,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.218,11.571.036,26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.347,11.570.947,26.02.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,481.933.472,115.709.471,26.02.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,481.933.474,115.709.473,26.02.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,481.933.476,115.709.473,26.02.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,481.933.478,115.709.474,26.02.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.348,115.709.475,26.02.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,481.933.482,115.709.476,26.02.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,481.933.484,115.709.477,26.02.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,481.933.486,115.709.478,26.02.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.152,11.571.097,22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,4.819.315,11.571.099,22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.149,11.5711,22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.148,11.571.101,22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.147,11.571.102,22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.146,11.571.103,22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.145,11.571.104,22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,4.817.783,11.571.105,22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.143,11.571.106,22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.142,11.571.107,22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.141,11.571.108,22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.138,11.571.111,22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.137,11.571.112,22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.136,11.571.113,22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.193.135,11.571.114,22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.177.833,11.571.115,22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.177.832,11.571.116,22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.177.831,11.571.117,22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,4.817.783,11.571.118,22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,48.177.829,11.571.119,22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,,11
