FID,anzahl_els,anzahl_lp_ac,anzahl_lp_alle,anzahl_lp_dc,anzahl_stpl,aufstelldatum,bemerkung,stadtbezirk,standort,haupttyp,haupttyp_bedeutung,shape
opendata_ruhver_els_point.268,1,1,3,2,2,2021-05-01T00:00:00,,15,ggü. Oslostraße 14,60,In Betrieb befindliche Schnellladesäulen,POINT (700108.2509010377 5334421.186297328)
opendata_ruhver_els_point.269,1,2,2,0,2,2019-05-08T00:00:00,,15,Anton-Geisenhofer-Str. 91,0,In Betrieb befindliche Ladesäulen,POINT (698094.4399009875 5333235.031097502)
opendata_ruhver_els_point.270,2,4,4,0,4,2018-11-12T00:00:00,,14,Riedgaustraße 15 / Berg-am-Laim-Str. 61,0,In Betrieb befindliche Ladesäulen,POINT (694731.4012009072 5334173.368397757)
opendata_ruhver_els_point.271,1,2,2,0,2,2018-12-27T00:00:00,,13,Marienburger Str. 1,0,In Betrieb befindliche Ladesäulen,POINT (696678.9822009525 5336079.427297606)
opendata_ruhver_els_point.272,1,2,2,0,2,2018-12-12T00:00:00,,13,Arabellastraße / Rosenkavalierstraße,0,In Betrieb befindliche Ladesäulen,POINT (694715.3215009064 5336522.146697755)
opendata_ruhver_els_point.273,1,2,2,0,2,2018-12-12T00:00:00,,13,Titurelstraße 3,0,In Betrieb befindliche Ladesäulen,POINT (694717.7061009062 5337434.374497752)
opendata_ruhver_els_point.274,1,2,2,0,2,2018-10-03T00:00:00,,13,Cosimastraße 137,0,In Betrieb befindliche Ladesäulen,POINT (695497.0362009241 5337971.696497694)
opendata_ruhver_els_point.275,1,1,3,2,2,2016-04-01T00:00:00,1. Schnellladesäule,13,Englschalkinger Str. 14,60,In Betrieb befindliche Schnellladesäulen,POINT (694862.3380009106 5336683.315997743)
opendata_ruhver_els_point.276,1,2,2,0,2,2019-05-08T00:00:00,ELS in der Bucht mit Anfahrschutz,16,St.-Cajetan-Str. 18,0,In Betrieb befindliche Ladesäulen,POINT (693556.7493008809 5333124.964697843)
opendata_ruhver_els_point.277,2,2,2,0,2,2019-09-25T00:00:00,,17,Untersbergstraße 72 / Weißenseestraße 86,0,In Betrieb befindliche Ladesäulen,POINT (692320.1126008537 5331537.16009793)
opendata_ruhver_els_point.278,1,2,2,0,2,2019-09-18T00:00:00,,17,Wirtstr. 11,0,In Betrieb befindliche Ladesäulen,POINT (691851.5589008431 5332004.2477979595)
opendata_ruhver_els_point.279,1,2,2,0,2,2019-09-18T00:00:00,,17,Wirtstr. 14,0,In Betrieb befindliche Ladesäulen,POINT (691733.7689008408 5332045.316197968)
opendata_ruhver_els_point.280,1,2,2,0,2,2019-09-25T00:00:00,,17,Rotwandstr. 6,0,In Betrieb befindliche Ladesäulen,POINT (692555.1311008587 5332308.176397913)
opendata_ruhver_els_point.281,1,2,2,0,2,2018-11-28T00:00:00,ehemaliger Light & Charge Standort  DESWME001801  DESWME001802,12,Königinstr. 101,0,In Betrieb befindliche Ladesäulen,POINT (692506.9402008564 5336800.886997907)
opendata_ruhver_els_point.282,1,2,2,0,2,2018-11-28T00:00:00,ehemaliger Light & Charge Standort  DESWME001901  DESWME001902,12,Königinstr. 103,0,In Betrieb befindliche Ladesäulen,POINT (692509.0313008566 5336810.765897908)
opendata_ruhver_els_point.283,2,4,4,0,4,2019-05-08T00:00:00,,3,ggü. Arcostr. 6 / Ecke Sophienstr.,0,In Betrieb befindliche Ladesäulen,POINT (690885.6712008216 5335281.457498016)
opendata_ruhver_els_point.284,1,2,2,0,2,2019-08-21T00:00:00,,3,Karlstr. 47,0,In Betrieb befindliche Ladesäulen,POINT (690406.3056008113 5335584.193498045)
opendata_ruhver_els_point.285,1,2,2,0,2,2019-06-19T00:00:00,,3,Schellingstr. 84,0,In Betrieb befindliche Ladesäulen,POINT (691022.0264008243 5336435.790198005)
opendata_ruhver_els_point.286,2,4,4,0,4,2019-10-23T00:00:00,,4,Herzogstr. 105,0,In Betrieb befindliche Ladesäulen,POINT (690999.8441008235 5337622.111798003)
opendata_ruhver_els_point.287,2,4,4,0,4,2019-10-23T00:00:00,,4,Hiltenspergerstr. 68,0,In Betrieb befindliche Ladesäulen,POINT (690825.1788008198 5337730.354498016)
opendata_ruhver_els_point.288,1,2,2,0,2,2019-10-23T00:00:00,"1 rückgebaut, da zuviel errichtet",4,Destouchesstr. 73,0,In Betrieb befindliche Ladesäulen,POINT (691256.5606008291 5337810.153397988)
opendata_ruhver_els_point.289,2,4,4,0,4,2019-10-23T00:00:00,Schrägparker,4,Winzererstr. 156,0,In Betrieb befindliche Ladesäulen,POINT (690451.5470008119 5338230.411898038)
opendata_ruhver_els_point.290,2,4,4,0,4,2019-09-25T00:00:00,,18,Pilgersheimer Str. 13 / Ecke Kupferhammerstr.,0,In Betrieb befindliche Ladesäulen,POINT (691623.3479008382 5332658.497597975)
opendata_ruhver_els_point.291,1,2,2,0,2,2019-08-21T00:00:00,,18,Gerhardstr. 7,0,In Betrieb befindliche Ladesäulen,POINT (691191.9517008287 5332393.273498002)
opendata_ruhver_els_point.292,2,3,5,2,4,2019-08-21T00:00:00,Umbau Q1/2021,18,Schyrenstr. 4 / Claude-Lorrain-Str. 24,60,In Betrieb befindliche Schnellladesäulen,POINT (691266.4014008302 5332862.631597996)
opendata_ruhver_els_point.293,1,2,2,0,2,2019-04-17T00:00:00,,14,Hermann-Weinhauser-Str. 43,0,In Betrieb befindliche Ladesäulen,POINT (695596.1242009283 5334473.764597695)
opendata_ruhver_els_point.294,2,4,4,0,4,2019-05-29T00:00:00,,15,Edinburghplatz 50,0,In Betrieb befindliche Ladesäulen,POINT (700017.7047010353 5334649.540497337)
opendata_ruhver_els_point.295,1,2,2,0,2,2019-05-08T00:00:00,,16,Dieter-Hildebrandt-Str. 26,0,In Betrieb befindliche Ladesäulen,POINT (695195.2960009188 5330941.472297733)
opendata_ruhver_els_point.296,1,2,2,0,2,2019-05-08T00:00:00,,16,Görzer Str. 115,0,In Betrieb befindliche Ladesäulen,POINT (694307.2493008983 5330834.621397795)
opendata_ruhver_els_point.297,2,4,4,0,4,2019-09-18T00:00:00,Senkrechtparker,19,ggü. Constanze-Hallgarten-Str. 56,0,In Betrieb befindliche Ladesäulen,POINT (686657.324100736 5330040.063798269)
opendata_ruhver_els_point.298,1,2,2,0,2,2019-10-16T00:00:00,,22,Ria-Burkei-Straße 5,0,In Betrieb befindliche Ladesäulen,POINT (679872.221200611 5334448.186598581)
opendata_ruhver_els_point.299,2,4,4,0,4,2019-11-20T00:00:00,,21,ggü. Hillernstr. 8,0,In Betrieb befindliche Ladesäulen,POINT (682560.0964006579 5335475.454698464)
opendata_ruhver_els_point.300,2,4,4,0,4,2019-10-15T00:00:00,,21,Paul-Gerhardt-Allee 32,0,In Betrieb befindliche Ladesäulen,POINT (684150.9394006869 5336182.012098389)
opendata_ruhver_els_point.301,1,2,2,0,2,2019-09-18T00:00:00,,23,Lautenschlägerstr. 19,0,In Betrieb befindliche Ladesäulen,POINT (683325.9901006711 5340243.575298421)
opendata_ruhver_els_point.302,2,4,4,0,4,2019-10-15T00:00:00,,2,Ickstattstr. 6 / Klenzestr. 50,0,In Betrieb befindliche Ladesäulen,POINT (691337.0455008317 5333857.49989799)
opendata_ruhver_els_point.303,2,4,4,0,4,2019-10-15T00:00:00,,1,Oettingenstr. 33 - Rückseite - Lerchenfeldstr. 9,0,In Betrieb befindliche Ladesäulen,POINT (692866.0146008647 5335778.204797884)
opendata_ruhver_els_point.304,2,4,4,0,4,2019-10-15T00:00:00,,9,Pfänderstr. 27,0,In Betrieb befindliche Ladesäulen,POINT (689477.4721007918 5336783.9878981)
opendata_ruhver_els_point.305,2,4,4,0,4,2019-10-15T00:00:00,,9,Gertrud-Bäumer-Str. 1,0,In Betrieb befindliche Ladesäulen,POINT (689290.8237007875 5337494.5585981095)
opendata_ruhver_els_point.306,2,4,4,0,4,2019-10-16T00:00:00,"Stpl.-länge: 4 * 5,0 m",9,Tizianstraße 56 / Nederlingerstr. 19 ggü,0,In Betrieb befindliche Ladesäulen,POINT (687552.5354007524 5337288.241398209)
opendata_ruhver_els_point.307,2,4,4,0,4,2019-05-29T00:00:00,P+R Anlage,15,Birthälmer Str. 18 / P+R ,40,In Betrieb befindliche Ladesäulen an P&R-Anlagen,POINT (698188.2952009898 5333870.539397493)
opendata_ruhver_els_point.308,1,2,2,0,2,2019-06-06T00:00:00,,12,Max-Bill-Straße 16,50,In Betrieb befindliche Ladesäulen an Mobilitätsstationen (ggf. mit Beschränkung „nur für Carsharing-Fahrzeuge“),POINT (692763.2101008615 5340328.082197884)
opendata_ruhver_els_point.309,1,1,2,2,2,2019-05-23T00:00:00,auf Sockel,17,Marklandstr. 3 ,0,In Betrieb befindliche Ladesäulen,POINT (693928.3283008899 5329861.892597826)
opendata_ruhver_els_point.310,1,2,2,0,2,2021-05-01T00:00:00,,17,Marklandstr. 3 ,60,In Betrieb befindliche Schnellladesäulen,POINT (693927.1811008899 5329874.407497824)
opendata_ruhver_els_point.311,2,4,4,0,4,2019-09-18T00:00:00,,22,Ravenburger Ring 4,0,In Betrieb befindliche Ladesäulen,POINT (681480.4123006386 5335844.997398512)
opendata_ruhver_els_point.312,2,4,4,0,4,2020-08-04T00:00:00,,11,Lieberweg 48,0,In Betrieb befindliche Ladesäulen,POINT (691166.5830008262 5342309.871497985)
opendata_ruhver_els_point.313,2,4,4,0,4,2019-12-11T00:00:00,,9,Prinzenweg 18,0,In Betrieb befindliche Ladesäulen,POINT (687570.8299007529 5336863.37809821)
opendata_ruhver_els_point.314,2,4,4,0,4,2020-08-04T00:00:00,,9,Romanstr. 20,0,In Betrieb befindliche Ladesäulen,POINT (687973.665400761 5336795.781198186)
opendata_ruhver_els_point.315,1,2,2,0,2,2019-12-11T00:00:00,,19,Höglwörther Str. 363,0,In Betrieb befindliche Ladesäulen,POINT (686850.2820007396 5330426.017398259)
opendata_ruhver_els_point.316,2,4,4,0,4,2019-12-11T00:00:00,,20,Stiftsbogen 99,0,In Betrieb befindliche Ladesäulen,POINT (684902.8517007015 5332521.456898356)
opendata_ruhver_els_point.317,1,2,2,0,2,2019-12-11T00:00:00,,21,Karl-Hromadnik-Str. 2,0,In Betrieb befindliche Ladesäulen,POINT (682774.8074006618 5334452.061798456)
opendata_ruhver_els_point.318,2,4,4,0,4,2019-12-11T00:00:00,,21,Salbauerstr. 7,0,In Betrieb befindliche Ladesäulen,POINT (682928.0966006645 5334818.340298449)
opendata_ruhver_els_point.319,1,2,2,0,2,2019-11-20T00:00:00,,22,Riesenburgstr. 37,0,In Betrieb befindliche Ladesäulen,POINT (679439.1235006033 5335975.890298599)
opendata_ruhver_els_point.320,1,1,3,2,2,2021-05-01T00:00:00,,19,Meglingerstraße 19 / ggü. Staffelseestraße 2,60,In Betrieb befindliche Schnellladesäulen,POINT (686669.9214007362 5329585.02279827)
opendata_ruhver_els_point.321,2,4,4,0,4,2019-09-25T00:00:00,"Stpl.-länge: 4 * 5,0 m",9,Volpinistraße 70,0,In Betrieb befindliche Ladesäulen,POINT (687267.4512007467 5337820.210298225)
opendata_ruhver_els_point.322,1,2,2,0,2,2019-10-16T00:00:00,,23,Bergetstr. ggü. 1a,0,In Betrieb befindliche Ladesäulen,POINT (682864.0784006622 5342922.640098442)
opendata_ruhver_els_point.323,1,2,2,0,2,2019-10-16T00:00:00,,13,Bürgerstr. ggü. 30,0,In Betrieb befindliche Ladesäulen,POINT (694681.2294009051 5337881.183897753)
opendata_ruhver_els_point.324,1,2,2,0,2,2019-10-16T00:00:00,,17,Balanstr. 382,0,In Betrieb befindliche Ladesäulen,POINT (694450.1696009019 5329512.806897789)
opendata_ruhver_els_point.325,1,2,2,0,2,2019-11-20T00:00:00,,24,Caraccioalastr. 43 / Heimperthstr. 17,0,In Betrieb befindliche Ladesäulen,POINT (689881.4541007989 5342458.013898063)
opendata_ruhver_els_point.326,2,4,4,0,4,2019-11-20T00:00:00,P+R Lochhausen,22,Lochhausener Str. 215,40,In Betrieb befindliche Ladesäulen an P&R-Anlagen,POINT (679038.8520005962 5338747.102798614)
opendata_ruhver_els_point.327,1,2,2,0,2,2019-10-15T00:00:00,,13,Meistersingerstr. 118,0,In Betrieb befindliche Ladesäulen,POINT (696130.3849009391 5337206.533897648)
opendata_ruhver_els_point.328,2,4,4,0,4,2020-08-04T00:00:00,,24,Lasallestraße 100,0,In Betrieb befindliche Ladesäulen,POINT (688425.6293007692 5341485.681198154)
opendata_ruhver_els_point.329,1,1,3,2,2,2021-05-01T00:00:00,auf Sockel,12,Gustav-Mahler-Str. 3,60,In Betrieb befindliche Schnellladesäulen,POINT (693403.3911008752 5342003.606097834)
opendata_ruhver_els_point.330,2,4,4,0,4,2020-09-02T00:00:00,,5,Elsässer Straße 19,0,In Betrieb befindliche Ladesäulen,POINT (693834.8186008869 5334104.823097822)
opendata_ruhver_els_point.331,1,2,2,0,2,2020-09-02T00:00:00,,15,Am Mitterfeld 27,0,In Betrieb befindliche Ladesäulen,POINT (699103.5668010124 5334047.624297418)
opendata_ruhver_els_point.332,1,2,2,0,2,2020-09-02T00:00:00,,15,Kogenhagenstr. 11,0,In Betrieb befindliche Ladesäulen,POINT (699796.5251010297 5334181.193797357)
opendata_ruhver_els_point.333,1,2,2,0,2,2020-08-04T00:00:00,,19,Leutstettenerstr. 2,0,In Betrieb befindliche Ladesäulen,POINT (687810.3293007589 5329779.502498209)
opendata_ruhver_els_point.334,1,2,2,0,2,2020-09-02T00:00:00,Durchgangsmöglichkeit zum Klinikum Harlaching,18,Bruggspergerstr. 2,0,In Betrieb befindliche Ladesäulen,POINT (690723.2055008195 5329072.249098036)
opendata_ruhver_els_point.335,2,4,4,0,4,2020-09-02T00:00:00,,16,Pfarrweg 32 / Balanstr. 154,0,In Betrieb befindliche Ladesäulen,POINT (693800.0572008867 5331730.491897829)
opendata_ruhver_els_point.336,1,2,2,0,2,2020-09-02T00:00:00,,16,Jakob-Kaiser-Str. 9,0,In Betrieb befindliche Ladesäulen,POINT (696554.944100951 5331219.904297629)
opendata_ruhver_els_point.337,1,2,2,0,2,2020-08-04T00:00:00,,21,Paosostr. 27 ggü / Kalmanstr. 1,0,In Betrieb befindliche Ladesäulen,POINT (681772.0481006438 5335047.218198501)
opendata_ruhver_els_point.338,1,2,2,0,2,2020-08-04T00:00:00,,19,Stäblistr. 27b,0,In Betrieb befindliche Ladesäulen,POINT (686132.1811007258 5328984.674198298)
opendata_ruhver_els_point.339,2,4,4,0,4,2020-09-02T00:00:00,,12,Germaniastr. 20,0,In Betrieb befindliche Ladesäulen,POINT (692436.9345008559 5338112.28849791)
opendata_ruhver_els_point.340,1,2,2,0,2,2020-09-02T00:00:00,,12,Osterwaldstr. 58,0,In Betrieb befindliche Ladesäulen,POINT (693447.5933008771 5338280.43749784)
opendata_ruhver_els_point.341,2,4,4,0,4,2020-09-02T00:00:00,,12,Karl-Weinmair-Str.,50,In Betrieb befindliche Ladesäulen an Mobilitätsstationen (ggf. mit Beschränkung „nur für Carsharing-Fahrzeuge“),POINT (692405.1663008537 5339499.204497907)
opendata_ruhver_els_point.342,2,4,4,0,4,,Ersatzstandort für Morassistraße und im Tal,1,Rumfordstr. 49,0,In Betrieb befindliche Ladesäulen,POINT (692082.1800008478 5334392.330697941)
opendata_ruhver_els_point.343,1,1,3,2,2,2021-05-01T00:00:00,auf Sockel,8,Trappentreustraße,60,In Betrieb befindliche Schnellladesäulen,POINT (688544.5864007729 5334647.959498158)
opendata_ruhver_els_point.344,1,1,3,2,2,2021-05-01T00:00:00,im eh. Taxistand auf Sockel,8,Ganghoferstraße/Georg-Freundorfer-Platz,60,In Betrieb befindliche Schnellladesäulen,POINT (688959.2517007814 5334371.878698135)
opendata_ruhver_els_point.345,1,1,3,2,2,2021-05-01T00:00:00,auf Gehweg,3,Deroystraße 4,60,In Betrieb befindliche Schnellladesäulen,POINT (689378.1876007898 5335640.415198106)
opendata_ruhver_els_point.346,1,1,3,2,2,2021-05-01T00:00:00,auf Sockel,14,Haager Straße 10,60,In Betrieb befindliche Schnellladesäulen,POINT (694091.8633008928 5333657.184297807)
opendata_ruhver_els_point.347,1,1,3,2,2,2021-05-01T00:00:00,aauf bisher befestigter Fläche,16,Kirchseeoner Straße 5,60,In Betrieb befindliche Schnellladesäulen,POINT (694789.4109009092 5332458.94549776)
opendata_ruhver_els_point.348,1,1,3,2,2,2021-05-01T00:00:00,auf Gehweg,16,Aschauer Straße,60,In Betrieb befindliche Schnellladesäulen,POINT (693662.5260008837 5331123.0195978405)
opendata_ruhver_els_point.349,1,1,3,2,2,2021-05-01T00:00:00,auf Sockel,11,Detmoldstr.,60,In Betrieb befindliche Schnellladesäulen,POINT (690557.3958008135 5340893.193398027)
opendata_ruhver_els_point.350,1,1,3,2,2,2021-05-01T00:00:00,auf Sockel,12,Joseph-Dollinger-Bogen,60,In Betrieb befindliche Schnellladesäulen,POINT (693667.5975008816 5340226.040697821)
opendata_ruhver_els_point.351,1,1,3,2,2,2021-05-01T00:00:00,Altstandort E-Plan,12,Parzivalplatz,60,In Betrieb befindliche Schnellladesäulen,POINT (692198.0045008493 5338559.992397926)
opendata_ruhver_els_point.352,1,2,2,0,2,2021-07-28T00:00:00,IAA Ladesäule (aus IHFEM finanziert),3,Gabelsbergerstr. 35,0,In Betrieb befindliche Ladesäulen,POINT (691024.9132008244 5335883.028698007)
opendata_ruhver_els_point.353,2,4,4,0,4,2021-09-01T00:00:00,IAA Standort mit Ladesäulen von SIEMENS,3,Finkenstraße 4,0,In Betrieb befindliche Ladesäulen,POINT (691524.6986008355 5335497.565497973)
opendata_ruhver_els_point.354,4,4,4,0,4,2020-08-01T00:00:00,Pilotstandorte für 12 Monate von qwello,3,qwello: Barer Straße,0,In Betrieb befindliche Ladesäulen,POINT (691326.8265008308 5336154.844797986)
opendata_ruhver_els_point.355,3,3,3,0,3,2020-08-01T00:00:00,Pilotstandorte für 12 Monate von qwello,3,qwello: Adalbertstraße,0,In Betrieb befindliche Ladesäulen,POINT (691376.281800832 5336596.4765979815)
opendata_ruhver_els_point.356,1,2,2,0,2,2021-10-25T00:00:00,"Beispielstandort mit korrektem Podest, Umsetzungsstandort für Truderinger Straße",15,Bajuwarenstraße 71,0,In Betrieb befindliche Ladesäulen,POINT (697882.5451009825 5332888.5911975205)
opendata_ruhver_els_point.357,1,2,2,0,2,2021-10-25T00:00:00,Umsetzungsstandort für Truderinger Straße,15,Phantasiestraße 2 ggü,0,In Betrieb befindliche Ladesäulen,POINT (701112.5523010641 5332444.258497247)
opendata_ruhver_els_point.358,1,2,2,0,2,,"Wallbox auf Privatgrund, Stellplätze auf öffentlichem Grund",11,,0,In Betrieb befindliche Ladesäulen,POINT (689504.9453007915 5340016.604198091)
opendata_ruhver_els_point.359,1,2,2,0,2,2022-04-01T00:00:00,Umsetzungsstandort aus der Zweigstraße,2,Rückertstraße 1,0,In Betrieb befindliche Ladesäulen,POINT (690118.8969008056 5334194.5071980655)
opendata_ruhver_els_point.360,1,2,2,0,2,2018-11-28T00:00:00,,9,Wendel-Dietrich-Str. 21b,0,In Betrieb befindliche Ladesäulen,POINT (687928.4961007601 5336241.98109819)
opendata_ruhver_els_point.361,1,2,2,0,2,2017-09-20T00:00:00,Ergänzung am 15.05.2019,12,Gertrud-Grunow-Str. 6,50,In Betrieb befindliche Ladesäulen an Mobilitätsstationen (ggf. mit Beschränkung „nur für Carsharing-Fahrzeuge“),POINT (693011.394800867 5340001.541197867)
opendata_ruhver_els_point.362,1,2,2,0,2,2018-04-11T00:00:00,,4,Bonner Str. 26 ggü,0,In Betrieb befindliche Ladesäulen,POINT (691650.1097008374 5338348.39989796)
opendata_ruhver_els_point.363,1,2,2,0,2,2018-10-24T00:00:00,,9,Richelstraße 11,0,In Betrieb befindliche Ladesäulen,POINT (688137.8388007645 5335575.663598179)
opendata_ruhver_els_point.364,1,2,2,0,2,2018-12-21T00:00:00,,2,Goetheplatz (City2Share) Häberlstr.,50,In Betrieb befindliche Ladesäulen an Mobilitätsstationen (ggf. mit Beschränkung „nur für Carsharing-Fahrzeuge“),POINT (690354.3167008107 5333795.047398051)
