Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193216","11,571038",26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193217","11,571037",26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193218","11,571036",26.02.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193347","11,570947",26.02.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,1933472","11,5709471",26.02.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,1933474","11,5709473",26.02.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,1933476","11,5709473",26.02.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,1933478","11,5709474",26.02.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193348","11,5709475",26.02.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,1933482","11,5709476",26.02.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,1933484","11,5709477",26.02.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,1933486","11,5709478",26.02.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193152","11,571097",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,19315","11,571099",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193149","11,5711",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193148","11,571101",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193147","11,571102",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193146","11,571103",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193145","11,571104",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,17783","11,571105",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193143","11,571106",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193142","11,571107",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193141","11,571108",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193138","11,571111",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193137","11,571112",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193136","11,571113",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193135","11,571114",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177833","11,571115",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177832","11,571116",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177831","11,571117",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,17783","11,571118",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177829","11,571119",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177828","11,57112",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177827","11,571121",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177826","11,571122",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177825","11,571123",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177823","11,571125",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177822","11,571126",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177821","11,571127",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,17782","11,571128",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177819","11,571129",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177818","11,57113",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177817","11,571131",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177816","11,571132",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177815","11,571133",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177814","11,571134",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177813","11,571135",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177812","11,571136",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177811","11,571137",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,17781","11,571138",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177809","11,571139",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177808","11,57114",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177807","11,571141",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,177806","11,571142",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193087","11,571164",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193086","11,571162",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193088","11,571162",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193089","11,571161",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,19309","11,57116",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193091","11,571159",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193092","11,571158",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193094","11,571156",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193095","11,571155",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193119","11,571131",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,19312","11,57113",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193121","11,571129",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193122","11,571128",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193123","11,571127",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193124","11,571126",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193125","11,571125",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193126","11,571124",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193127","11,571123",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193129","11,571121",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,19313","11,57112",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193131","11,571119",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193133","11,571117",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193134","11,571116",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193155","11,570897",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193219","11,571035",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,19322","11,571034",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193221","11,571033",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,19321","11,571031",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193211","11,571029",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193212","11,571027",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193213","11,571025",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193214","11,571023",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193215","11,571021",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193216","11,571019",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193217","11,571017",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193218","11,571015",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193219","11,571013",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,19322","11,571011",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193221","11,571009",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193222","11,571007",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193223","11,571005",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193224","11,571003",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,194188","11,570764",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,3154","11,1096",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,3154","11,1096",22.03.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193261","11,570998",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193262","11,570997",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193263","11,570996",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193264","11,570995",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193265","11,570994",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193266","11,570993",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193267","11,570992",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193268","11,570991",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193269","11,57099",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,19327","11,570989",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193271","11,570988",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193272","11,570987",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193273","11,570986",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193274","11,570985",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193275","11,570984",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193276","11,570983",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193277","11,570982",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193278","11,570981",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193279","11,57098",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,19328","11,570979",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193281","11,570978",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193282","11,570977",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193283","11,570976",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193284","11,570975",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
E.ON Drive GmbH,Knorrstraße,147,,80937,München,Bayern,Kreisfreie Stadt München,"48,193285","11,570974",04.06.2021,"3,7",Normalladeeinrichtung,1,AC Steckdose Typ 2,"3,7",,,,,,,,,,
