Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4
Parkwerk GmbH,Atelierstr.,10,Tiefgarage 1.UG,81671,München,Bayern,Kreisfreie Stadt München,"48,125294","11,605645",01.07.2022,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,,AC Kupplung Typ 2,22,,,,,,,
Parkwerk GmbH,Friedenstr.,14,,81671,München,Bayern,Kreisfreie Stadt München,"48,125327","11,604871",01.07.2022,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,,AC Kupplung Typ 2,22,,,,,,,
Parkwerk GmbH,Friedenstr.,14,,81671,München,Bayern,Kreisfreie Stadt München,"48,125328","11,604872",01.07.2022,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,,AC Kupplung Typ 2,22,,,,,,,
Park One GmbH,Hanne-Hiob-Straße,10,,81671,München,Bayern,Kreisfreie Stadt München,"48,125082","11,6119",01.01.2020,22,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,
Autohaus Werndl GmbH & Co,Haager Str.,5,,81671,München,Bayern,Kreisfreie Stadt München,"48,127046","11,608264",15.12.2021,"39,6",Normalladeeinrichtung,2,DC Kupplung Combo,22,,AC Steckdose Typ 2,11,,,,,,,
SWM Versorgungs GmbH,Echardinger Str.,63,,81671,München,Bayern,Kreisfreie Stadt München,"48,120604","11,622602",20.12.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Echardinger Str.,65,,81671,München,Bayern,Kreisfreie Stadt München,"48,120543","11,622484",20.12.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Josephsburgstr.,36a,,81671,München,Bayern,Kreisfreie Stadt München,"48,126251","11,632279",20.12.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Pariser Str.,30,,81671,München,Bayern,Kreisfreie Stadt München,"48,127562","11,598971",03.12.2020,50,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",50,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Claude-Lorrain-Str.,24a,,81671,München,Bayern,Kreisfreie Stadt München,"48,120258","11,570156",22.04.2021,50,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",50,,AC Steckdose Typ 2,22,,,,,,,
DIT München GmbH,Neumarkter Straße,80,,81673,München,Bayern,Kreisfreie Stadt München,"48,1310201","11,6284333",01.01.2022,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
E.ON Drive GmbH,Levelingstraße,0,,81673,München,Bayern,Kreisfreie Stadt München,"48,130981","11,624",20.10.2021,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Levelingstraße,0,,81673,München,Bayern,Kreisfreie Stadt München,"48,130997","11,623925",20.10.2021,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Levelingstraße,0,,81673,München,Bayern,Kreisfreie Stadt München,"48,130985","11,623971",20.10.2021,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Levelingstraße,0,,81673,München,Bayern,Kreisfreie Stadt München,"48,130998","11,623933",20.10.2021,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Levelingstraße Str.,0,,81673,München,Bayern,Kreisfreie Stadt München,"48,131042","11,623927",20.10.2021,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Levelingstraße,0,,81673,München,Bayern,Kreisfreie Stadt München,"48,131042","11,62395",20.10.2021,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Levelingstraße,0,,81673,München,Bayern,Kreisfreie Stadt München,"48,131027","11,623998",20.10.2021,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Levelingstraße,0,,81673,München,Bayern,Kreisfreie Stadt München,"48,131012","11,623951",20.10.2021,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Levelingstraße,0,,81673,München,Bayern,Kreisfreie Stadt München,"48,13098","11,624009",20.10.2021,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Levelingstraße,0,,81673,München,Bayern,Kreisfreie Stadt München,"48,130981","11,623992",20.10.2021,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Levelingstraße,0,,81673,München,Bayern,Kreisfreie Stadt München,"48,131025","11,623983",20.10.2021,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Levelingstraße,0,,81673,München,Bayern,Kreisfreie Stadt München,"48,131018","11,623971",20.10.2021,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Levelingstraße,0,,81673,München,Bayern,Kreisfreie Stadt München,"48,131025","11,624034",20.10.2021,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Levelingstraße,0,,81673,München,Bayern,Kreisfreie Stadt München,"48,131026","11,624025",20.10.2021,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Levelingstraße,0,,81673,München,Bayern,Kreisfreie Stadt München,"48,131028","11,62401",20.10.2021,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Levelingstraße,0,,81673,München,Bayern,Kreisfreie Stadt München,"48,130998","11,623942",10.11.2021,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Levelingstraße,13,,81673,München,Bayern,Kreisfreie Stadt München,"48,13087826","11,62512334",17.11.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
E.ON Drive GmbH,Weihenstephaner Straße,30,,81673,München,Bayern,Kreisfreie Stadt München,"48,13078","11,623645",27.06.2022,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Weihenstephaner Straße,30,,81673,München,Bayern,Kreisfreie Stadt München,"48,130775","11,623645",27.06.2022,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Weihenstephaner Straße,30,,81673,München,Bayern,Kreisfreie Stadt München,"48,130775","11,62364",27.06.2022,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Weihenstephaner Straße,30,,81673,München,Bayern,Kreisfreie Stadt München,"48,130771","11,62364",27.06.2022,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Weihenstephaner Straße,30,,81673,München,Bayern,Kreisfreie Stadt München,"48,130771","11,62363",28.06.2022,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Weihenstephaner Straße,30,,81673,München,Bayern,Kreisfreie Stadt München,"48,130771","11,623635",06.09.2022,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Weihenstephaner Straße,30,,81673,München,Bayern,Kreisfreie Stadt München,"48,130753","11,623617",06.09.2022,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
E.ON Drive GmbH,Weihenstephaner Straße,30,,81673,München,Bayern,Kreisfreie Stadt München,"48,13078","11,62365",06.09.2022,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
Kaufland,Berg-am-Lain-Straße,117,,81673,München,Bayern,Kreisfreie Stadt München,"48,12969","11,62594",14.03.2022,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Brotmanufaktur Schmidt GmbH & Co. KG,Neumarkter Str.,47,,81673,München,Bayern,Kreisfreie Stadt München,"48,132889","11,622436",01.12.2020,22,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,
SWM Versorgungs GmbH,Josephsburgstr.,36,,81673,München,Bayern,Kreisfreie Stadt München,"48,126291","11,632059",20.12.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Hermann-Weinhauser-Str.,43,,81673,München,Bayern,Kreisfreie Stadt München,"48,133376","11,628824",09.05.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Prinzregentenpl.,10,,81675,München,Bayern,Kreisfreie Stadt München,"48,139359","11,604808",20.04.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Prinzregentenpl.,10a,,81675,München,Bayern,Kreisfreie Stadt München,"48,139376","11,604599",20.04.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Seerieder Str.,29,,81675,München,Bayern,Kreisfreie Stadt München,"48,133956","11,602067",23.05.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Seerieder Str.,29a,,81675,München,Bayern,Kreisfreie Stadt München,"48,133863","11,602045",23.05.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Lucile-Grahn-Str.,24,,81675,München,Bayern,Kreisfreie Stadt München,"48,135199","11,607521",24.06.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Ismaninger Str.,57,,81675,München,Bayern,Kreisfreie Stadt München,"48,142208","11,601135",18.11.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Ismaninger Str.,57a,,81675,München,Bayern,Kreisfreie Stadt München,"48,142144","11,601078",18.11.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Jolt Energy GmbH,Einsteinstr.,168,,81677,München,Bayern,Kreisfreie Stadt München,"48,13729757","11,62142682",23.12.2022,320,Schnellladeeinrichtung,2,DC Kupplung Combo,160,,DC Kupplung Combo,160,,,,,,,
SWM Versorgungs GmbH,Stuntzstr.,2,,81677,München,Bayern,Kreisfreie Stadt München,"48,142394","11,615714",20.04.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Stuntzstr.,2a,,81677,München,Bayern,Kreisfreie Stadt München,"48,142387","11,615832",20.04.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
MK65 GbR,Mauerkircherstr,65,,81679,München,Bayern,Kreisfreie Stadt München,"48,1559109","11,6083767",01.12.2022,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
MK65 GbR,Mauerkircherstr,65,,81679,München,Bayern,Kreisfreie Stadt München,"48,1559109","11,6083767",01.12.2022,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,D03A 7B83 0178 914C EE92 F9A4 A154 575C 30A7 AE76 BDD2 9DB2 61F0 1858 2BB3 E5F5 886B ECD7 4FEE F5D6 AE2A F664 4D77 6474,,,,,,,,,
MK65 GbR,Mauerkircherstr,65,,81679,München,Bayern,Kreisfreie Stadt München,"48,1559109","11,6083767",01.12.2022,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
SWM Versorgungs GmbH,Pienzenauerstr.,1,ggü.,81679,München,Bayern,Kreisfreie Stadt München,"48,150346","11,601579",26.08.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Sternwartstr.,4,,81679,München,Bayern,Kreisfreie Stadt München,"48,145709","11,603838",26.08.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Sternwartstr.,4a,,81679,München,Bayern,Kreisfreie Stadt München,"48,145644","11,603929",26.08.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Delpstr.,34a,,81679,München,Bayern,Kreisfreie Stadt München,"48,14911","11,613062",26.08.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Delpstr.,17,Seite Donaustr.,81679,München,Bayern,Kreisfreie Stadt München,"48,146174","11,611882",26.08.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Kolbergerstr.,15,,81679,München,Bayern,Kreisfreie Stadt München,"48,151003","11,60581",12.12.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Kolbergerstr.,15a,,81679,München,Bayern,Kreisfreie Stadt München,"48,151045","11,60589",12.12.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Beetzstr.,7,,81679,München,Bayern,Kreisfreie Stadt München,"48,141572","11,609079",23.12.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Hofangerstr.,84,,81735,München,Bayern,Kreisfreie Stadt München,"48,110089","11,627392",26.06.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Quiddestr.,44,,81735,München,Bayern,Kreisfreie Stadt München,"48,109226","11,641172",13.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Quiddestr.,44a,,81735,München,Bayern,Kreisfreie Stadt München,"48,109229","11,641005",13.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Adam-Berg-Str.,24,,81735,München,Bayern,Kreisfreie Stadt München,"48,11371","11,622677",09.05.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
EnBW mobility+ AG und Co.KG,Ottobrunner Straße,116,,81737,München,Bayern,Kreisfreie Stadt München,"48,102898","11,62509",18.07.2019,173,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",150,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Pfanzeltplatz,5,,81737,München,Bayern,Kreisfreie Stadt München,"48,100879","11,630772",19.09.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Pfanzeltplatz,5a,,81737,München,Bayern,Kreisfreie Stadt München,"48,100808","11,630761",19.09.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Thomas-Dehler-Str.,20,,81737,München,Bayern,Kreisfreie Stadt München,"48,098511","11,644794",19.09.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Thomas-Dehler-Str.,20a,,81737,München,Bayern,Kreisfreie Stadt München,"48,098422","11,644784",19.09.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Oskar-Maria-Graf-Ring,2,,81737,München,Bayern,Kreisfreie Stadt München,"48,098403","11,657695",23.01.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Dieter-Hildebrandt-Str.,26,,81737,München,Bayern,Kreisfreie Stadt München,"48,101818","11,622017",05.07.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Jakob-Kaiser-Str.,9,,81737,München,Bayern,Kreisfreie Stadt München,"48,103945","11,640382",15.10.2020,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Privatperson,Heimdallstr.,20,,81739,München,Bayern,Kreisfreie Stadt München,"48,0853254","11,6808751",08.07.2023,11,Normalladeeinrichtung,1,AC Kupplung Typ 2,11,,,,,,,,,,
Leonardo Hotel Munich City East,Carl-Wery-Str.,39,,81739,München,Bayern,Kreisfreie Stadt München,"48,086367","11,645965",27.01.2018,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Leonardo Hotel Munich City East,Carl-Wery-Str.,39,,81739,München,Bayern,Kreisfreie Stadt München,"48,086733","11,645363",17.07.2019,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Mercedes- Benz AG - Niederlassung München,Otto-Hahn-Ring,20,,81739,München,Bayern,Kreisfreie Stadt München,"48,08897631","11,65529055",22.05.2019,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,11,,AC Kupplung Typ 2,11,,,,,,,
Mercedes- Benz AG - Niederlassung München,Otto-Hahn-Ring,20,,81739,München,Bayern,Kreisfreie Stadt München,"48,08899487","11,65530308",24.10.2019,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,11,,AC Kupplung Typ 2,11,,,,,,,
Mercedes- Benz AG - Niederlassung München,Otto-Hahn-Ring,20,,81739,München,Bayern,Kreisfreie Stadt München,"48,0901483","11,6561286",30.09.2022,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,11,,AC Kupplung Typ 2,11,,,,,,,
Mercedes- Benz AG - Niederlassung München,Otto-Hahn-Ring,20,,81739,München,Bayern,Kreisfreie Stadt München,"48,0901166","11,656109",30.09.2022,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,11,,AC Kupplung Typ 2,11,,,,,,,
Mercedes- Benz AG - Niederlassung München,Otto-Hahn-Ring,20,,81739,München,Bayern,Kreisfreie Stadt München,"48,08918921","11,65549681",30.09.2022,44,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,,AC Kupplung Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Carl-Wery-Str.,42,,81739,München,Bayern,Kreisfreie Stadt München,"48,087106","11,644966",19.09.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Carl-Wery-Str.,42a,,81739,München,Bayern,Kreisfreie Stadt München,"48,086988","11,644977",19.09.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Maria-Wimmer-Str.,8,,81739,München,Bayern,Kreisfreie Stadt München,"48,085219","11,660734",22.01.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Maria-Wimmer-Str.,8a,,81739,München,Bayern,Kreisfreie Stadt München,"48,085181","11,660901",22.01.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Therese-Giehse-Allee,35,,81739,München,Bayern,Kreisfreie Stadt München,"48,093212","11,642531",14.06.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Therese-Giehse-Allee,35a,,81739,München,Bayern,Kreisfreie Stadt München,"48,093169","11,64267",14.06.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Audi München GmbH,Wasserburger Landstraße,69,,81825,München,Bayern,Kreisfreie Stadt München,"48,11938105","11,67998336",01.09.2023,150,Schnellladeeinrichtung,3,DC Kupplung Combo,75,,DC Kupplung Combo,75,,AC Kupplung Typ 2,22,,,,
MAHAG Automobilhandel und Service GmbH & Co. oHG,Wasserburger Landstraße,5-11,,81825,München,Bayern,Kreisfreie Stadt München,"48,12147","11,66572",17.06.2022,75,Schnellladeeinrichtung,2,"AC Steckdose Typ 2, DC Kupplung Combo",75,,DC Kupplung Combo,75,,,,,,,
ChargeOne,Marianne-Plehn-Strasse,5,,81825,München,Bayern,Kreisfreie Stadt München,"48,118104","11,655844",15.06.2023,11,Normalladeeinrichtung,4,AC Steckdose Typ 2,11,3049301306072A8648CE3D020106082A8648CE3D030101033200047CD0597916949FF7219CE0409B06B903C1A598607E9E5CA16F5CC04D94CFA3AC613A76091B25FF37DD3D829B4C10ABD8,AC Steckdose Typ 2,11,3049301306072A8648CE3D020106082A8648CE3D03010103320004CF8D9641F0C3C146F8BC10932DEF2C2CB30EF4E37CCF30D635248804AC67B873C8AC966A1D53B3B429D938DB085225AA,AC Steckdose Typ 2,11,3049301306072A8648CE3D020106082A8648CE3D03010103320004843496E1625DC886C568872F1C8F27BC2D3F0F1C7B73C43D91D1E2059B0369429724C134A612EB01CB1DA13ED0CD07E5,AC Steckdose Typ 2,11,3049301306072A8648CE3D020106082A8648CE3D03010103320004D00F2E2D314B31573FAC40619CDBD72D10E7735A77F18EA06D0A3AE0A2C6CF37CD08779E7DABCA1A588466B432E12773
ChargeOne,Marianne-Plehn-Strasse,5,,81825,München,Bayern,Kreisfreie Stadt München,"48,118104","11,655844",15.06.2023,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,3049301306072A8648CE3D020106082A8648CE3D03010103320004CF134747242D047F83E8129CF93CAB31FDF7282530D0B2435BC13E6EA77E3BE79A760FF69B2F89F455E6C51801AC0598,,,,,,,,,
SWM Versorgungs GmbH,Truderinger Str.,318,,81825,München,Bayern,Kreisfreie Stadt München,"48,121381","11,671321",08.08.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Truderinger Str.,318a,,81825,München,Bayern,Kreisfreie Stadt München,"48,121392","11,671563",08.08.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Gronsdorfer Str.,2,,81825,München,Bayern,Kreisfreie Stadt München,"48,123934","11,644263",08.11.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Permoserplatz,1,,81825,München,Bayern,Kreisfreie Stadt München,"48,125739","11,648823",27.12.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Permoserplatz,1a,,81825,München,Bayern,Kreisfreie Stadt München,"48,125832","11,648871",27.12.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Solalindenstr.,26,,81825,München,Bayern,Kreisfreie Stadt München,"48,119122","11,674261",30.08.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Solalindenstr.,26a,,81825,München,Bayern,Kreisfreie Stadt München,"48,119093","11,674363",30.08.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Anton-Geisenhofer-Str.,91,,81825,München,Bayern,Kreisfreie Stadt München,"48,121696","11,661762",05.07.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Phantasiestr.,1,,81825,München,Bayern,Kreisfreie Stadt München,"48,113249","11,701949",25.10.2021,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Automobilforum Kuttendreier GmbH,Drosselweg,21,,81827,München,Bayern,Kreisfreie Stadt München,"48,1182733","11,6943551",01.01.2022,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Automobilforum Kuttendreier GmbH,Drosselweg,21,,81827,München,Bayern,Kreisfreie Stadt München,"48,1182733","11,6943551",01.01.2022,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
AUTOMAG GmbH,Wasserburger Landstraße,81,,81827,München,Bayern,Kreisfreie Stadt München,"48,119331","11,680284",01.09.2017,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Hugo-Weiß-Str.,2,,81827,München,Bayern,Kreisfreie Stadt München,"48,112722","11,676772",20.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Hugo-Weiß-Str.,2a,,81827,München,Bayern,Kreisfreie Stadt München,"48,112673","11,676855",20.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Gabelsbergerstr.,35,,81827,München,Bayern,Kreisfreie Stadt München,"48,14746","11,568249",19.08.2021,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Vattenfall InCharge,Olof-Palme-Straße,14,,81829,München,Bayern,Kreisfreie Stadt München,"48,1360201","11,6898602",15.02.2022,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
Vattenfall InCharge,Olof-Palme-Straße,14,,81829,München,Bayern,Kreisfreie Stadt München,"48,1360201","11,6898602",08.03.2022,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
Vattenfall InCharge,Olof-Palme-Straße,14,,81829,München,Bayern,Kreisfreie Stadt München,"48,1360201","11,6898602",08.03.2022,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
Vattenfall InCharge,Olof-Palme-Straße,14,,81829,München,Bayern,Kreisfreie Stadt München,"48,1360201","11,6898602",08.03.2022,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
